,ed_arrivals,wait_time_minutes,door_to_doctor_min,ed_los_minutes,admitted_from_ed,left_ama,imaging_ordered,labs_ordered,day_of_week,week_of_year,month,quarter,year,is_weekend,dow_sin,dow_cos,arrivals_lag_1,arrivals_lag_2,arrivals_lag_3,arrivals_lag_7,arrivals_lag_14,arrivals_lag_28,rolling_mean_7,rolling_std_7,rolling_mean_28,rolling_std_28,admission_rate,throughput_pressure,severity_index,avg_wait_time,avg_los,crowding_index,boarding_proxy,Emergent,Less_Urgent,Non-Urgent,Resuscitation,Urgent,Abdominal_pain,Altered_mental_status,Back_pain,Chest_pain,Drug_overdose,Fever,Headache,Hypertensive_urgency,Hypoglycemia,Laceration,Leg_swelling,Nausea_and_vomiting,Palpitations,Seizure,Shortness_of_breath,Stroke_symptoms,Syncope_/_fall,Trauma,Urinary_symptoms,Weakness,MHN_Boston_General,MHN_Cambridge,MHN_Dorchester,MHN_Fenway,MHN_Jamaica_Plain,MHN_Quincy,MHN_Roxbury_Community,MHN_South_Shore,trend_7,trend_28
2022-11-18,3,60.666666666666664,60.666666666666664,202.33333333333334,0,0,0,1,4,46,11,4,2022,0,-0.433883739117558,-0.9009688679024191,7.0,1.0,3.0,5.0,1.0,2.0,3.142857142857143,2.0354009783964284,3.1785714285714284,2.000991817566544,0.0,121.33333333333333,11,60.666666666666664,202.33333333333334,0.0,0.0,2,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,1,0,0,0,0,-2.0,1.0
2022-11-19,2,55.0,55.0,326.0,0,0,1,1,5,46,11,4,2022,1,-0.9749279121818236,-0.2225209339563146,3.0,7.0,1.0,1.0,4.0,4.0,3.2857142857142856,1.8898223650461348,3.107142857142857,2.00627323042807,0.0,110.0,6,55.0,326.0,0.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1.0,-2.0
2022-11-20,2,211.5,211.5,482.5,1,0,1,0,6,46,11,4,2022,1,-0.7818314824680299,0.6234898018587334,2.0,3.0,7.0,3.0,2.0,2.0,3.142857142857143,1.951800145897065,3.107142857142857,2.00627323042807,0.5,423.0,4,211.5,482.5,105.75,241.25,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,-1.0,0.0
2022-11-21,1,39.0,39.0,389.0,0,0,1,0,0,47,11,4,2022,0,0.0,1.0,2.0,2.0,3.0,4.0,6.0,1.0,2.7142857142857144,2.058663459163551,3.107142857142857,2.00627323042807,0.0,78.0,3,39.0,389.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,-3.0,0.0
2022-11-22,8,80.625,80.625,338.25,1,0,4,2,1,47,11,4,2022,0,0.7818314824680298,0.6234898018587336,1.0,2.0,2.0,3.0,2.0,2.0,3.4285714285714284,2.8784916685156965,3.3214285714285716,2.195172674024318,0.125,161.25,19,80.625,338.25,10.078125,42.28125,2,1,3,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2,0,0,1,2,2,0,1,5.0,6.0
2022-11-23,3,56.0,56.0,286.0,2,0,1,1,2,47,11,4,2022,0,0.9749279121818236,-0.22252093395631434,8.0,1.0,2.0,1.0,2.0,6.0,3.7142857142857144,2.6903708365381953,3.2142857142857144,2.131894355959871,0.6666666666666666,112.0,8,56.0,286.0,37.33333333333333,190.66666666666666,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,2.0,-3.0
2022-11-24,5,77.6,77.6,254.6,0,0,2,2,3,47,11,4,2022,0,0.43388373911755823,-0.900968867902419,3.0,8.0,1.0,7.0,5.0,3.0,3.4285714285714284,2.3704530408864066,3.2857142857142856,2.1577962499005006,0.0,155.2,17,77.6,254.6,0.0,0.0,3,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,1,0,1,-2.0,2.0
2022-11-25,1,16.0,16.0,251.0,0,0,1,0,4,47,11,4,2022,0,-0.433883739117558,-0.9009688679024191,5.0,3.0,8.0,3.0,5.0,2.0,3.142857142857143,2.5448360411214064,3.25,2.1879298519461368,0.0,32.0,2,16.0,251.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,-2.0,-1.0
2022-11-26,2,48.5,48.5,317.0,1,1,1,0,5,47,11,4,2022,1,-0.9749279121818236,-0.2225209339563146,1.0,5.0,3.0,2.0,1.0,3.0,3.142857142857143,2.5448360411214064,3.2142857142857144,2.200288581361511,0.5,97.0,7,48.5,317.0,24.25,158.5,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0.0,-1.0
2022-11-27,3,82.33333333333333,83.66666666666667,339.6666666666667,0,0,2,3,6,47,11,4,2022,1,-0.7818314824680299,0.6234898018587334,2.0,1.0,5.0,2.0,3.0,3.0,3.2857142857142856,2.497617912751114,3.2142857142857144,2.200288581361511,0.0,166.0,9,82.33333333333333,339.6666666666667,0.0,0.0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0,1.0,0.0
2022-11-28,8,45.625,45.625,315.625,0,0,2,2,0,48,11,4,2022,0,0.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,4.285714285714286,2.81154084173819,3.4642857142857144,2.3330498694030735,0.0,91.25,21,45.625,315.625,0.0,0.0,3,2,2,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,2,1,1,1,1,1,1,7.0,7.0
2022-11-29,4,85.25,85.25,315.75,2,0,1,1,1,48,11,4,2022,0,0.7818314824680298,0.6234898018587336,8.0,3.0,2.0,8.0,3.0,2.0,3.7142857142857144,2.2886885410853153,3.5357142857142856,2.3171205447813072,0.5,170.5,11,85.25,315.75,42.625,157.875,0,1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,2,0,-4.0,2.0
2022-11-30,1,54.0,54.0,415.0,0,0,0,1,2,48,11,4,2022,0,0.9749279121818236,-0.22252093395631434,4.0,8.0,3.0,3.0,1.0,2.0,3.4285714285714284,2.5071326821120334,3.5,2.349152723540665,0.0,108.0,5,54.0,415.0,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,-2.0,-1.0
2022-12-01,5,113.4,113.4,275.0,2,0,4,1,3,48,12,4,2022,0,0.43388373911755823,-0.900968867902419,1.0,4.0,8.0,5.0,7.0,9.0,3.4285714285714284,2.5071326821120334,3.357142857142857,2.1119463677654,0.4,226.8,14,113.4,275.0,45.36000000000001,110.0,1,0,1,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,2,0,1,0,1,0.0,-4.0
2022-12-02,2,60.5,60.5,275.0,1,0,1,0,4,48,12,4,2022,0,-0.433883739117558,-0.9009688679024191,5.0,1.0,4.0,1.0,3.0,1.0,3.5714285714285716,2.370453040886406,3.392857142857143,2.0788046015507513,0.5,121.0,5,60.5,275.0,30.25,137.5,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1.0,1.0
2022-12-03,4,51.0,51.0,290.25,2,0,0,2,5,48,12,4,2022,1,-0.9749279121818236,-0.2225209339563146,2.0,5.0,1.0,2.0,2.0,4.0,3.857142857142857,2.2677868380553607,3.392857142857143,2.0788046015507513,0.5,102.0,14,51.0,290.25,25.5,145.125,1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,2,1,1,0,0,0,2.0,0.0
2022-12-04,6,96.16666666666667,96.16666666666667,328.3333333333333,4,0,3,2,6,48,12,4,2022,1,-0.7818314824680299,0.6234898018587334,4.0,2.0,5.0,3.0,2.0,2.0,4.285714285714286,2.360387377408326,3.5357142857142856,2.1166385449950433,0.6666666666666666,192.33333333333334,18,96.16666666666667,328.3333333333333,64.11111111111111,218.88888888888886,1,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,3,0,0,1,0,1,3.0,4.0
2022-12-05,3,181.0,182.33333333333334,448.6666666666667,0,0,3,1,0,49,12,4,2022,0,0.0,1.0,6.0,4.0,2.0,8.0,1.0,6.0,3.5714285714285716,1.7182493859684467,3.4285714285714284,2.06251503121026,0.0,363.33333333333337,7,181.0,448.6666666666667,0.0,0.0,0,0,1,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,-5.0,-3.0
2022-12-06,8,81.75,81.75,416.5,3,0,2,1,1,49,12,4,2022,0,0.7818314824680298,0.6234898018587336,3.0,6.0,4.0,4.0,8.0,2.0,4.142857142857143,2.410295378065476,3.642857142857143,2.2146697055682836,0.375,163.5,25,81.75,416.5,30.65625,156.1875,4,1,1,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,2,0,2,0,2,1,4.0,6.0
2022-12-07,3,120.66666666666667,120.66666666666667,360.3333333333333,1,0,2,1,2,49,12,4,2022,0,0.9749279121818236,-0.22252093395631434,8.0,3.0,6.0,1.0,3.0,2.0,4.428571428571429,2.0701966780270586,3.6785714285714284,2.195172674024317,0.3333333333333333,241.33333333333334,4,120.66666666666667,360.3333333333333,40.22222222222222,120.1111111111111,0,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,2,0,0,2.0,1.0
2022-12-08,4,71.25,71.25,411.75,1,0,2,2,3,49,12,4,2022,0,0.43388373911755823,-0.900968867902419,3.0,8.0,3.0,5.0,5.0,5.0,4.285714285714286,2.0586634591635473,3.642857142857143,2.1809662438042823,0.25,142.5,10,71.25,411.75,17.8125,102.9375,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0,-1.0,-1.0
2022-12-10,3,78.66666666666667,78.66666666666667,304.0,1,0,2,1,5,49,12,4,2022,1,-0.9749279121818236,-0.2225209339563146,0.0,4.0,3.0,4.0,2.0,1.0,3.857142857142857,2.544836041121405,3.5357142857142856,2.219144694381865,0.3333333333333333,157.33333333333334,9,78.66666666666667,304.0,26.22222222222222,101.33333333333333,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,1.0,-2.0
2022-12-11,4,44.5,44.5,197.25,1,0,1,0,6,49,12,4,2022,1,-0.7818314824680299,0.6234898018587334,3.0,0.0,4.0,6.0,3.0,3.0,3.5714285714285716,2.3704530408864066,3.5714285714285716,2.2182504188289753,0.25,89.0,14,44.5,197.25,11.125,49.3125,2,0,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,1,0,1,0,0,0.0,3.0
2022-12-12,3,203.33333333333334,203.33333333333334,484.3333333333333,1,0,2,0,0,50,12,4,2022,0,0.0,1.0,4.0,3.0,0.0,3.0,8.0,4.0,3.5714285714285716,2.3704530408864066,3.5357142857142856,2.219144694381865,0.3333333333333333,406.6666666666667,8,203.33333333333334,484.3333333333333,67.77777777777777,161.44444444444443,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,1,0,-3.0,0.0
2022-12-13,4,33.25,33.25,253.75,3,0,0,2,1,50,12,4,2022,0,0.7818314824680298,0.6234898018587336,3.0,4.0,3.0,8.0,4.0,3.0,3.0,1.414213562373095,3.5714285714285716,2.2182504188289753,0.75,66.5,12,33.25,253.75,24.9375,190.3125,1,1,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,1,0,1,1.0,0.0
2022-12-14,3,149.66666666666666,149.66666666666666,265.6666666666667,3,0,1,1,2,50,12,4,2022,0,0.9749279121818236,-0.22252093395631434,4.0,3.0,4.0,3.0,1.0,1.0,3.0,1.414213562373095,3.642857142857143,2.1639176700003366,1.0,299.3333333333333,10,149.66666666666666,265.6666666666667,149.66666666666666,265.6666666666667,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,-5.0,0.0
2022-12-15,1,55.0,55.0,425.0,1,0,1,0,3,50,12,4,2022,0,0.43388373911755823,-0.900968867902419,3.0,4.0,3.0,4.0,5.0,7.0,2.5714285714285716,1.5118578920369106,3.4285714285714284,2.115700942049817,1.0,110.0,4,55.0,425.0,55.0,425.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,-2.0,0.0
2022-12-16,5,40.0,40.4,239.4,0,1,3,0,4,50,12,4,2022,0,-0.433883739117558,-0.9009688679024191,1.0,3.0,4.0,0.0,2.0,3.0,3.2857142857142856,1.2535663410560158,3.5,2.134374745810951,0.0,80.4,18,40.0,239.4,0.0,0.0,0,1,0,2,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,2,1,0,0,1.0,-2.0
2022-12-17,1,2.0,5.0,277.0,0,0,1,0,5,50,12,4,2022,1,-0.9749279121818236,-0.2225209339563146,5.0,1.0,3.0,3.0,4.0,2.0,3.0,1.5275252316519465,3.4642857142857144,2.1684973950597586,0.0,7.0,4,2.0,277.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,-2.0,-2.0
2022-12-18,3,71.0,71.0,283.6666666666667,1,1,2,0,6,50,12,4,2022,1,-0.7818314824680299,0.6234898018587334,1.0,5.0,1.0,4.0,6.0,2.0,2.857142857142857,1.4638501094228,3.5,2.1516574145596774,0.3333333333333333,142.0,11,71.0,283.6666666666667,23.666666666666664,94.55555555555556,2,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,-1.0,1.0
2022-12-19,3,64.33333333333333,64.33333333333333,205.33333333333334,1,0,2,1,0,51,12,4,2022,0,0.0,1.0,3.0,1.0,5.0,3.0,3.0,1.0,2.857142857142857,1.4638501094228,3.5714285714285716,2.0981221132518497,0.3333333333333333,128.66666666666666,9,64.33333333333333,205.33333333333334,21.444444444444443,68.44444444444444,2,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,0.0,1.0
2022-12-20,4,184.25,184.25,402.5,0,1,3,1,1,51,12,4,2022,0,0.7818314824680298,0.6234898018587336,3.0,3.0,1.0,4.0,8.0,8.0,2.857142857142857,1.4638501094228,3.4285714285714284,1.9134721480532892,0.0,368.5,11,184.25,402.5,0.0,0.0,2,1,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,2,0,0,0,1,1,0.0,3.0
2022-12-21,9,98.0,98.0,367.3333333333333,3,0,5,4,2,51,12,4,2022,0,0.9749279121818236,-0.22252093395631434,4.0,3.0,3.0,3.0,3.0,3.0,3.7142857142857144,2.751622897751173,3.642857142857143,2.180966243804282,0.3333333333333333,196.0,24,98.0,367.3333333333333,32.666666666666664,122.44444444444443,3,2,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,3,2,1,1,0,6.0,1.0
2022-12-22,5,37.0,37.0,351.6,2,0,4,3,3,51,12,4,2022,0,0.43388373911755823,-0.900968867902419,9.0,4.0,3.0,1.0,4.0,5.0,4.285714285714286,2.4976179127511124,3.642857142857143,2.180966243804282,0.4,74.0,11,37.0,351.6,14.8,140.64000000000001,1,1,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,0,1,0,2,0,0,4.0,2.0
2022-12-23,6,90.5,91.16666666666667,273.3333333333333,1,0,1,2,4,51,12,4,2022,0,-0.433883739117558,-0.9009688679024191,5.0,9.0,4.0,5.0,0.0,1.0,4.428571428571429,2.5727509827123964,3.8214285714285716,2.161165176619992,0.16666666666666666,181.66666666666669,17,90.5,273.3333333333333,15.083333333333332,45.55555555555555,2,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,1,0,3,0,1,1.0,1.0
2022-12-24,2,66.0,66.0,224.0,0,0,1,0,5,51,12,4,2022,1,-0.9749279121818236,-0.2225209339563146,6.0,5.0,9.0,1.0,3.0,2.0,4.571428571428571,2.370453040886404,3.8214285714285716,2.161165176619992,0.0,132.0,5,66.0,224.0,0.0,0.0,1,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,1.0,1.0
2022-12-25,4,99.0,99.0,377.75,2,1,2,3,6,51,12,4,2022,1,-0.7818314824680299,0.6234898018587334,2.0,6.0,5.0,3.0,4.0,3.0,4.714285714285714,2.288688541085313,3.857142857142857,2.1553428139167665,0.5,198.0,8,99.0,377.75,49.5,188.875,1,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,1.0,2.0
2022-12-27,5,70.2,70.2,334.6,2,0,2,1,1,52,12,4,2022,0,0.7818314824680298,0.6234898018587336,0.0,4.0,2.0,4.0,4.0,4.0,4.428571428571429,2.8784916685156947,3.607142857142857,2.131584104287419,0.4,140.4,13,70.2,334.6,28.080000000000002,133.84,0,2,0,0,3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,1,0,2,0,0,2.0,2.0
2022-12-28,4,56.25,56.25,317.25,0,0,2,2,2,52,12,4,2022,0,0.9749279121818236,-0.22252093395631434,5.0,0.0,4.0,9.0,3.0,1.0,3.7142857142857144,2.0586634591635486,3.7142857142857144,2.070196678027063,0.0,112.5,13,56.25,317.25,0.0,0.0,1,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,2,0,0,0,0,1,0.0,-4.0
2022-12-29,1,184.0,184.0,373.0,1,0,1,0,3,52,12,4,2022,0,0.43388373911755823,-0.900968867902419,4.0,5.0,0.0,5.0,1.0,5.0,3.142857142857143,2.1930626551751335,3.5714285714285716,2.1157009420498163,1.0,368.0,1,184.0,373.0,184.0,373.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,-8.0,-3.0
2022-12-30,2,24.5,24.5,243.0,1,0,0,1,4,52,12,4,2022,0,-0.433883739117558,-0.9009688679024191,1.0,4.0,5.0,6.0,5.0,2.0,2.5714285714285716,1.8126539343499326,3.5714285714285716,2.1157009420498163,0.5,49.0,8,24.5,243.0,12.25,121.5,0,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,-3.0,1.0
2022-12-31,2,50.0,50.0,256.0,1,0,1,1,5,52,12,4,2022,1,-0.9749279121818236,-0.2225209339563146,2.0,1.0,4.0,2.0,1.0,4.0,2.5714285714285716,1.8126539343499326,3.5,2.1343747458109505,0.5,100.0,5,50.0,256.0,25.0,128.0,0,1,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1,0,-4.0,-3.0
2023-01-01,3,58.666666666666664,58.666666666666664,288.3333333333333,3,0,2,2,6,52,1,1,2023,1,-0.7818314824680299,0.6234898018587334,2.0,2.0,1.0,4.0,3.0,6.0,2.4285714285714284,1.7182493859684507,3.392857142857143,2.0788046015507513,1.0,117.33333333333333,9,58.666666666666664,288.3333333333333,58.666666666666664,288.3333333333333,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,1.0,1.0
2023-01-04,6,56.333333333333336,56.666666666666664,303.0,1,0,5,4,2,1,1,1,2023,0,0.9749279121818236,-0.22252093395631434,0.0,0.0,3.0,4.0,9.0,3.0,2.0,2.0816659994661353,3.107142857142857,2.1315841042874206,0.16666666666666666,113.0,19,56.333333333333336,303.0,9.38888888888889,50.5,2,1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,1,1,1,0,1,2.0,2.0
2023-01-05,2,56.0,56.0,228.0,1,0,0,0,3,1,1,1,2023,0,0.43388373911755823,-0.900968867902419,6.0,0.0,0.0,1.0,5.0,4.0,2.142857142857143,2.0354009783964315,3.0357142857142856,2.1340648547391474,0.5,112.0,7,56.0,228.0,28.0,114.0,1,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,-3.0,-4.0
2023-01-06,3,140.33333333333334,140.33333333333334,499.3333333333333,0,0,1,2,4,1,1,1,2023,0,-0.433883739117558,-0.9009688679024191,2.0,6.0,0.0,2.0,6.0,0.0,2.2857142857142856,2.0586634591635526,3.142857142857143,2.0496483115545003,0.0,280.6666666666667,10,140.33333333333334,499.3333333333333,0.0,0.0,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,1,0,-1.0,0.0
2023-01-07,3,60.333333333333336,60.333333333333336,305.0,2,1,1,1,5,1,1,1,2023,1,-0.9749279121818236,-0.2225209339563146,3.0,2.0,6.0,2.0,2.0,3.0,2.4285714285714284,2.070196678027064,3.142857142857143,2.0496483115545003,0.6666666666666666,120.66666666666667,7,60.333333333333336,305.0,40.22222222222222,203.33333333333331,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,2.0,-5.0
2023-01-08,2,47.5,47.5,269.0,0,0,1,1,6,1,1,1,2023,1,-0.7818314824680299,0.6234898018587334,3.0,3.0,2.0,3.0,4.0,4.0,2.2857142857142856,2.0586634591635526,3.0714285714285716,2.0535167924639013,0.0,95.0,4,47.5,269.0,0.0,0.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0.0,-1.0
2023-01-09,1,11.0,11.0,274.0,0,0,0,1,0,2,1,1,2023,0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,3.0,2.4285714285714284,1.902379462422685,3.0,2.090543080247423,0.0,22.0,3,11.0,274.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,-1.0,-3.0
2023-01-10,4,160.5,160.5,427.5,0,0,2,2,1,2,1,1,2023,0,0.7818314824680298,0.6234898018587336,1.0,2.0,3.0,0.0,5.0,4.0,3.0,1.6329931618554518,3.0,2.090543080247423,0.0,321.0,8,160.5,427.5,0.0,0.0,0,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,2,0,0,1.0,1.0
